plan_name,plan_data_gb,plan_price_eur,plan_max_speed_mbps,plan_network_type,age,city,region,urban,monthly_data_gb,monthly_call_minutes,monthly_sms,international_calls,payment_method,customer_tenure_months,avg_download_speed_mbps,network_complaints_last_6_months,dropped_calls_per_month,churn,contract_type
Mobile Maxi,120,29.99,500,5G,57,Ghent,Flanders,Yes,96.2,284,87,No,Bank transfer,4,306,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Charleroi,Wallonia,Yes,59.1,174,19,No,Direct debit,18,363,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,31,Antwerp,Flanders,Yes,70.0,734,55,No,Direct debit,7,338,1,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,52,Brussels,Brussels,Yes,2.9,568,4,No,Direct debit,5,146,2,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Brussels,Brussels,Yes,5.5,535,25,No,Direct debit,2,85,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,61,Mons,Wallonia,No,5.7,931,191,No,Direct debit,35,99,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,48,Leuven,Flanders,Yes,5.7,733,58,No,Bank transfer,14,156,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,34,Ghent,Flanders,Yes,9.1,602,9,Yes,Direct debit,24,109,1,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,65,Namur,Wallonia,No,4.5,311,27,Yes,Direct debit,32,68,2,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Namur,Wallonia,No,3.6,696,10,Yes,Direct debit,28,135,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,48,Ghent,Flanders,Yes,5.0,168,21,Yes,Direct debit,16,99,3,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,43,Liège,Wallonia,Yes,49.5,523,60,Yes,Direct debit,12,354,4,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,55,Namur,Wallonia,No,9.4,423,59,No,Direct debit,12,130,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,58,Liège,Wallonia,Yes,7.4,112,10,No,Direct debit,25,108,1,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Brussels,Brussels,Yes,59.1,569,102,Yes,Direct debit,17,169,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,30,Charleroi,Wallonia,Yes,63.6,284,35,No,Direct debit,46,184,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,45,Mechelen,Flanders,No,2.6,560,19,No,Direct debit,50,108,1,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,31,Antwerp,Flanders,Yes,128.0,208,27,No,Bank transfer,5,238,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,64,Ghent,Flanders,Yes,49.9,737,37,No,Bank transfer,4,383,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,41,Brussels,Brussels,Yes,5.4,1138,32,No,Bank transfer,24,146,2,2,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,35,Brussels,Brussels,Yes,89.4,168,26,No,Direct debit,9,232,0,3,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,42,Liège,Wallonia,Yes,94.4,207,28,No,Bank transfer,1,606,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,23,Brussels,Brussels,Yes,5.7,144,7,No,Bank transfer,53,118,2,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Ghent,Flanders,Yes,6.0,373,67,No,Bank transfer,7,196,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,54,Mechelen,Flanders,No,129.0,554,31,No,Direct debit,64,236,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,32,Brussels,Brussels,Yes,47.2,670,5,No,Direct debit,31,318,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,27,Mons,Wallonia,No,4.1,516,58,No,Bank transfer,35,74,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Antwerp,Flanders,Yes,6.5,657,107,No,Direct debit,6,120,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,54,Antwerp,Flanders,Yes,8.6,413,117,Yes,Direct debit,7,86,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,48,Antwerp,Flanders,Yes,39.6,282,18,Yes,Bank transfer,18,245,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,51,Antwerp,Flanders,Yes,25.9,212,5,No,Direct debit,5,175,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,30,Brussels,Brussels,Yes,6.2,383,29,No,Direct debit,9,182,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,22,Liège,Wallonia,Yes,24.3,216,4,No,Direct debit,10,391,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,58,Mons,Wallonia,No,71.0,544,108,No,Bank transfer,5,224,1,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,36,Antwerp,Flanders,Yes,5.9,219,8,No,Direct debit,6,104,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,36,Liège,Wallonia,Yes,7.2,305,11,Yes,Direct debit,38,194,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,55,Liège,Wallonia,Yes,59.0,832,20,Yes,Direct debit,5,348,0,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,46,Charleroi,Wallonia,Yes,81.2,881,19,No,Bank transfer,1,244,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Ghent,Flanders,Yes,56.2,865,63,Yes,Direct debit,24,354,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,65,Antwerp,Flanders,Yes,62.7,417,24,Yes,Bank transfer,90,167,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Antwerp,Flanders,Yes,5.8,290,7,No,Bank transfer,10,84,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,51,Liège,Wallonia,Yes,7.2,598,12,Yes,Direct debit,4,174,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Namur,Wallonia,No,61.6,222,28,No,Direct debit,21,193,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,43,Antwerp,Flanders,Yes,6.1,690,6,No,Direct debit,57,117,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,58,Ghent,Flanders,Yes,11.9,271,37,No,Direct debit,37,137,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Charleroi,Wallonia,Yes,4.2,372,33,No,Direct debit,24,98,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,46,Namur,Wallonia,No,4.4,700,50,No,Bank transfer,10,110,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,52,Mons,Wallonia,No,9.3,87,111,No,Bank transfer,19,102,2,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,35,Liège,Wallonia,Yes,9.5,280,97,No,Direct debit,3,186,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,29,Ghent,Flanders,Yes,5.0,551,116,No,Direct debit,28,90,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,27,Hasselt,Flanders,No,5.8,629,11,Yes,Direct debit,31,94,1,3,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,18,Liège,Wallonia,Yes,65.4,565,5,Yes,Direct debit,81,302,1,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,64,Brussels,Brussels,Yes,53.9,368,14,No,Direct debit,8,297,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,26,Mechelen,Flanders,No,34.7,744,90,No,Bank transfer,1,335,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,37,Liège,Wallonia,Yes,77.5,206,143,No,Bank transfer,19,219,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,36,Brussels,Brussels,Yes,50.2,199,78,No,Direct debit,30,277,3,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,43,Namur,Wallonia,No,3.7,548,4,Yes,Bank transfer,38,145,2,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,49,Hasselt,Flanders,No,31.7,188,117,No,Direct debit,6,167,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,50,Mons,Wallonia,No,32.2,1161,22,No,Direct debit,8,176,4,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,33,Brussels,Brussels,Yes,44.1,286,0,No,Direct debit,18,264,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,37,Antwerp,Flanders,Yes,10.1,735,23,No,Direct debit,10,116,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,43,Hasselt,Flanders,No,5.6,162,1,No,Bank transfer,48,121,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,37,Antwerp,Flanders,Yes,4.7,1016,31,No,Direct debit,16,195,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,59,Liège,Wallonia,Yes,7.1,437,16,Yes,Direct debit,39,124,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Liège,Wallonia,Yes,28.8,280,25,No,Direct debit,21,341,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,48,Brussels,Brussels,Yes,24.8,351,37,No,Direct debit,36,314,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,47,Mechelen,Flanders,No,9.3,248,81,No,Direct debit,10,95,1,2,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,54,Leuven,Flanders,Yes,132.4,371,43,No,Direct debit,43,487,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Ghent,Flanders,Yes,31.8,170,22,Yes,Direct debit,8,310,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,24,Charleroi,Wallonia,Yes,5.9,287,68,No,Direct debit,19,112,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,44,Namur,Wallonia,No,2.1,727,94,No,Direct debit,6,142,2,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Liège,Wallonia,Yes,5.3,497,5,Yes,Direct debit,16,121,1,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,33,Liège,Wallonia,Yes,11.8,203,30,No,Direct debit,10,143,0,5,No,Month-to-month
Mobile Essential,5,16.99,220,4G,47,Leuven,Flanders,Yes,2.5,380,13,No,Direct debit,8,93,3,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,54,Charleroi,Wallonia,Yes,2.9,888,1,No,Bank transfer,82,81,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,40,Liège,Wallonia,Yes,10.9,311,44,No,Direct debit,5,156,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,43,Liège,Wallonia,Yes,5.7,186,79,No,Direct debit,38,102,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,60,Charleroi,Wallonia,Yes,88.3,614,7,No,Direct debit,100,268,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,42,Antwerp,Flanders,Yes,2.2,56,66,No,Direct debit,1,134,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,71,Namur,Wallonia,No,25.9,356,76,No,Direct debit,29,292,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Antwerp,Flanders,Yes,8.6,935,98,No,Direct debit,7,112,0,3,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,18,Ghent,Flanders,Yes,96.8,372,12,Yes,Direct debit,1,513,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,49,Ghent,Flanders,Yes,2.1,772,93,No,Direct debit,13,172,2,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,44,Mons,Wallonia,No,8.7,184,15,No,Direct debit,66,91,0,3,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,55,Charleroi,Wallonia,Yes,31.9,362,32,No,Direct debit,1,318,2,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,48,Liège,Wallonia,Yes,123.6,339,2,No,Direct debit,22,211,2,0,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,38,Liège,Wallonia,Yes,77.4,593,1,No,Direct debit,17,291,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,25,Mechelen,Flanders,No,4.3,453,50,No,Direct debit,50,148,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,37,Mons,Wallonia,No,4.4,1011,23,No,Direct debit,3,84,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,29,Leuven,Flanders,Yes,43.1,299,11,Yes,Direct debit,28,253,2,1,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,33,Ghent,Flanders,Yes,195.5,449,8,Yes,Direct debit,28,707,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,47,Brussels,Brussels,Yes,50.1,348,44,No,Direct debit,27,365,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,60,Namur,Wallonia,No,37.2,428,0,Yes,Direct debit,69,288,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,44,Liège,Wallonia,Yes,9.7,402,65,No,Bank transfer,42,95,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,25,Ghent,Flanders,Yes,74.1,221,3,Yes,Direct debit,2,218,2,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,45,Brussels,Brussels,Yes,5.6,702,8,No,Direct debit,16,131,1,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,54,Namur,Wallonia,No,7.0,265,19,No,Direct debit,13,80,2,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,32,Brussels,Brussels,Yes,8.4,251,26,No,Direct debit,9,79,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,38,Liège,Wallonia,Yes,26.4,119,17,No,Direct debit,15,160,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,40,Mons,Wallonia,No,7.4,293,15,No,Direct debit,12,98,3,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,30,Leuven,Flanders,Yes,5.3,262,132,Yes,Direct debit,14,98,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,47,Antwerp,Flanders,Yes,62.7,69,41,Yes,Direct debit,94,224,2,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,38,Liège,Wallonia,Yes,5.8,370,0,No,Direct debit,3,147,0,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Namur,Wallonia,No,34.9,984,22,No,Direct debit,62,285,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,29,Mechelen,Flanders,No,5.3,139,83,No,Direct debit,16,92,1,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,34,Mons,Wallonia,No,68.7,423,14,No,Direct debit,24,262,3,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,48,Brussels,Brussels,Yes,28.6,364,3,No,Direct debit,43,328,3,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,35,Leuven,Flanders,Yes,3.8,645,56,No,Direct debit,11,141,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,60,Liège,Wallonia,Yes,6.7,675,37,Yes,Direct debit,14,179,0,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,35,Charleroi,Wallonia,Yes,5.5,1427,33,No,Direct debit,13,115,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,42,Brussels,Brussels,Yes,2.3,509,2,No,Bank transfer,12,144,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,51,Namur,Wallonia,No,65.9,237,6,No,Direct debit,63,696,1,3,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,22,Mechelen,Flanders,No,10.0,287,38,No,Direct debit,43,93,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,18,Ghent,Flanders,Yes,52.9,308,9,No,Bank transfer,3,277,3,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,21,Brussels,Brussels,Yes,7.9,270,28,No,Direct debit,3,107,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,55,Charleroi,Wallonia,Yes,45.2,1131,31,No,Direct debit,14,192,1,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,33,Brussels,Brussels,Yes,80.1,655,13,Yes,Bank transfer,3,201,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,70,Antwerp,Flanders,Yes,42.9,590,118,Yes,Direct debit,24,258,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,33,Antwerp,Flanders,Yes,49.4,191,73,No,Direct debit,4,370,3,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,42,Charleroi,Wallonia,Yes,5.3,670,51,No,Direct debit,18,155,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,58,Liège,Wallonia,Yes,8.6,847,3,No,Direct debit,1,82,2,0,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,64,Namur,Wallonia,No,166.9,368,4,Yes,Direct debit,10,686,3,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,64,Antwerp,Flanders,Yes,121.0,284,27,Yes,Direct debit,28,361,1,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,54,Hasselt,Flanders,No,56.2,1026,7,No,Bank transfer,16,364,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,52,Mechelen,Flanders,No,2.6,258,153,No,Bank transfer,92,87,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,47,Namur,Wallonia,No,36.9,238,6,No,Bank transfer,50,253,0,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,49,Charleroi,Wallonia,Yes,91.4,209,26,No,Bank transfer,11,565,0,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,33,Brussels,Brussels,Yes,3.6,409,18,Yes,Bank transfer,2,143,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,30,Liège,Wallonia,Yes,4.7,508,40,No,Direct debit,45,164,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,39,Brussels,Brussels,Yes,26.7,778,5,No,Direct debit,59,267,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Mechelen,Flanders,No,25.7,607,22,No,Direct debit,42,313,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,34,Antwerp,Flanders,Yes,85.6,601,12,No,Bank transfer,4,225,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,48,Antwerp,Flanders,Yes,4.8,926,87,No,Direct debit,120,158,0,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,51,Ghent,Flanders,Yes,66.6,201,1,Yes,Direct debit,8,173,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,41,Hasselt,Flanders,No,9.1,131,98,No,Direct debit,31,155,1,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,57,Ghent,Flanders,Yes,3.0,626,71,Yes,Direct debit,58,152,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,26,Liège,Wallonia,Yes,5.5,396,14,No,Direct debit,7,119,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,37,Ghent,Flanders,Yes,134.0,779,62,No,Direct debit,58,301,1,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,31,Brussels,Brussels,Yes,38.3,422,1,No,Direct debit,9,180,1,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,18,Namur,Wallonia,No,35.0,277,136,No,Direct debit,90,152,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,39,Antwerp,Flanders,Yes,7.3,632,29,No,Direct debit,8,152,1,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,38,Leuven,Flanders,Yes,71.1,457,14,Yes,Direct debit,74,326,3,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,58,Liège,Wallonia,Yes,9.4,422,18,No,Direct debit,2,92,1,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,47,Ghent,Flanders,Yes,127.3,1585,2,No,Direct debit,30,338,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,27,Brussels,Brussels,Yes,9.4,883,181,No,Direct debit,19,185,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,62,Ghent,Flanders,Yes,10.6,682,1,No,Bank transfer,16,186,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,54,Mons,Wallonia,No,43.1,467,42,No,Direct debit,7,301,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Hasselt,Flanders,No,5.3,441,23,No,Direct debit,30,131,3,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Liège,Wallonia,Yes,59.4,349,118,No,Direct debit,6,191,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,28,Hasselt,Flanders,No,41.3,498,11,Yes,Direct debit,20,221,2,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,35,Antwerp,Flanders,Yes,9.4,304,30,No,Bank transfer,8,173,0,4,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,53,Ghent,Flanders,Yes,74.0,169,26,No,Direct debit,75,349,4,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,62,Liège,Wallonia,Yes,4.6,418,48,No,Direct debit,1,178,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,58,Brussels,Brussels,Yes,71.6,524,2,Yes,Direct debit,6,327,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,34,Antwerp,Flanders,Yes,56.6,780,8,No,Bank transfer,7,349,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,26,Antwerp,Flanders,Yes,71.4,239,9,Yes,Direct debit,13,306,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,41,Leuven,Flanders,Yes,5.9,443,53,No,Direct debit,7,166,0,2,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,18,Mons,Wallonia,No,164.9,604,8,No,Direct debit,17,432,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,43,Brussels,Brussels,Yes,55.7,596,34,No,Bank transfer,50,311,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,38,Mechelen,Flanders,No,8.6,1098,9,No,Direct debit,30,168,1,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,34,Brussels,Brussels,Yes,5.5,354,79,No,Direct debit,21,149,0,2,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,20,Mons,Wallonia,No,75.8,224,114,No,Direct debit,3,276,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,46,Brussels,Brussels,Yes,46.4,462,29,No,Direct debit,29,353,3,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,33,Ghent,Flanders,Yes,53.7,367,17,No,Direct debit,5,206,0,4,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,25,Liège,Wallonia,Yes,87.5,324,10,No,Direct debit,38,168,1,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,18,Liège,Wallonia,Yes,89.0,294,2,No,Direct debit,7,185,1,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,39,Ghent,Flanders,Yes,3.3,526,12,No,Card,13,101,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,61,Ghent,Flanders,Yes,8.5,265,42,No,Direct debit,11,128,2,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,59,Ghent,Flanders,Yes,10.8,682,30,No,Direct debit,47,85,1,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,34,Antwerp,Flanders,Yes,33.7,662,115,No,Direct debit,4,270,0,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Antwerp,Flanders,Yes,5.7,556,20,No,Direct debit,21,97,2,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Leuven,Flanders,Yes,57.1,201,47,Yes,Bank transfer,4,368,0,0,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,28,Antwerp,Flanders,Yes,127.0,511,26,No,Direct debit,30,184,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,43,Antwerp,Flanders,Yes,101.4,812,28,No,Direct debit,57,385,3,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,49,Liège,Wallonia,Yes,10.2,712,12,No,Card,14,130,1,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,54,Mons,Wallonia,No,49.6,652,24,No,Direct debit,17,301,1,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,38,Hasselt,Flanders,No,5.3,439,25,Yes,Bank transfer,63,134,1,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,37,Brussels,Brussels,Yes,51.9,426,49,No,Direct debit,18,268,1,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,29,Brussels,Brussels,Yes,5.6,892,112,No,Bank transfer,17,76,2,4,No,Month-to-month
Mobile Easy,10,19.99,250,5G,30,Mons,Wallonia,No,11.9,520,15,No,Direct debit,21,135,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,37,Antwerp,Flanders,Yes,76.2,524,1,Yes,Direct debit,29,217,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,44,Brussels,Brussels,Yes,2.8,1855,27,No,Bank transfer,3,168,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,50,Hasselt,Flanders,No,10.1,349,31,No,Direct debit,42,162,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,30,Hasselt,Flanders,No,36.1,63,7,Yes,Direct debit,14,349,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,57,Hasselt,Flanders,No,65.5,385,57,No,Bank transfer,2,198,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,36,Antwerp,Flanders,Yes,28.9,400,167,No,Bank transfer,38,360,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,39,Brussels,Brussels,Yes,30.0,515,116,No,Direct debit,12,207,3,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,31,Mons,Wallonia,No,71.0,592,8,Yes,Bank transfer,3,345,1,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,18,Antwerp,Flanders,Yes,9.4,75,83,Yes,Direct debit,25,118,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,50,Liège,Wallonia,Yes,10.8,600,48,No,Direct debit,51,79,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,48,Liège,Wallonia,Yes,3.3,416,24,Yes,Bank transfer,53,114,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,36,Hasselt,Flanders,No,145.0,360,31,No,Direct debit,76,575,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Antwerp,Flanders,Yes,52.5,112,75,No,Direct debit,49,278,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Antwerp,Flanders,Yes,8.8,1003,26,No,Direct debit,1,99,2,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,21,Hasselt,Flanders,No,56.8,321,18,No,Direct debit,12,187,4,3,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,33,Charleroi,Wallonia,Yes,127.8,657,27,No,Direct debit,41,673,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,49,Mons,Wallonia,No,3.7,237,34,No,Bank transfer,11,74,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,24,Brussels,Brussels,Yes,37.2,530,8,No,Bank transfer,23,261,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,43,Brussels,Brussels,Yes,60.9,364,92,Yes,Direct debit,23,188,0,0,No,Month-to-month
